selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
01-1-000776, 32146.26164679, 427771.24304353, 1683608.36939210, 12.33, 11.63, 1.74
01-1-000777, 20652.23132799, 510926.63393593, 1660447.59630531, 10.25, 9.86, 1.39
01-1-000778, 2051.34611448, 552316.42035290, 1647270.81070104, 26.88, 25.87, 2.24
01-1-000780, 47914.95618018, 564693.72107521, 1642371.43130063, 29.19, 26.71, 1.27
01-1-000785, 6734.48278101, 779490.58690515, 1552709.83498783, 16.78, 16.10, 1.58
01-1-000787, 30508.15341695, 861950.09792773, 1508200.92867544, 13.29, 12.32, 1.50
01-1-000790, 44016.43136945, 681308.18545023, 1597635.90038782, 20.26, 15.16, 0.08
01-1-000810, 76738.85851133, 170405.56993869, 1727319.26676230, 22.19, 19.29, 0.19
01-1-000819, 54172.81354335, -102556.90389775, 1733524.19877419, 9.70, 9.35, 1.12
01-1-000820, 40558.18262179, -160614.39099656, 1729484.55073389, 14.84, 11.22, 0.62
01-1-000821, 74389.50053505, -165887.95636650, 1727861.72714795, 28.29, 25.22, 0.13
01-1-000822, 76160.38480397, -193205.94379224, 1724943.42488960, 16.78, 15.51, 1.60
01-1-000823, 83497.45700532, -213619.91864778, 1722194.37492710, 19.75, 19.67, 0.89
01-1-000825, 54928.63885173, -291874.19649675, 1711826.81894322, 11.97, 11.30, 0.44
01-1-000827, 51657.82681982, -340807.04891477, 1702862.52655294, 9.71, 9.28, 1.78
01-1-000829, 54695.26648268, -399388.86603307, 1689986.89980520, 16.21, 13.87, 2.13
01-1-000831, 74777.97029188, -407473.17208210, 1687285.58021231, 8.15, 7.86, 3.08
01-1-000833, 68587.90697396, -503645.47588076, 1661383.66840467, 17.61, 14.71, 1.88
01-1-000834, 63105.99091989, -502710.30251579, 1661884.09513254, 27.83, 25.95, 1.46
01-1-000836, 62480.38497597, -699251.96756745, 1589245.62209443, 10.10, 8.43, 2.79
01-1-000837, 42819.53154522, -728031.88909876, 1576925.74846552, 22.34, 21.79, 1.08
01-1-000838, 91839.90685650, -826847.34075736, 1525269.70290211, 20.54, 18.69, 1.44
01-1-000843, 88280.69673868, -756396.34575799, 1561611.29821325, 10.85, 9.86, 2.50
01-1-000844, 89770.41802806, -729122.42414937, 1574446.10026816, 10.05, 8.91, 0.27
01-1-000845, 103743.61173650, -719130.60114442, 1578178.44413157, 9.51, 9.23, 0.18
01-1-000847, 72142.28803867, -702543.27522682, 1587383.75848757, 10.32, 9.67, 2.08
01-1-000849, 97758.56742536, -627785.26320066, 1617061.43538303, 8.80, 8.25, 0.87
01-1-000850, 80612.95514300, -627284.52983053, 1618200.98569319, 14.10, 12.76, 0.85
01-1-000851, 89378.14730674, -613564.51640600, 1622993.80497631, 16.00, 14.91, 0.89
01-1-000852, 82354.10150176, -603235.32098924, 1627231.91631582, 12.75, 12.43, 0.10
01-1-000854, 117174.93576390, -592102.08629789, 1629185.04591419, 11.26, 10.78, 0.05
01-1-000855, 74207.90497650, -519526.73137796, 1656243.91990514, 9.46, 9.13, 2.25
01-1-000856, 95721.34511230, -549137.60937002, 1645552.81594523, 8.34, 7.68, 0.78
01-1-000857, 102349.78623581, -417953.08201972, 1683270.18107246, 27.26, 26.56, 2.41
01-1-000860, 121496.63624199, -347406.36774597, 1697971.18439373, 22.58, 22.01, 0.53
01-1-000861, 101722.46450520, -336369.33041564, 1701489.63375353, 8.29, 7.63, 0.48
01-1-000863, 104814.67911889, -268378.91645161, 1713343.33986083, 7.22, 7.06, 1.15
01-1-000874, 95813.71266188, 9202.41925850, 1734731.62418448, 11.23, 9.61, 0.20
01-1-000893, 81462.07940642, 527070.92717919, 1653517.13850847, 18.98, 17.07, 0.96
01-1-000894, 92188.56498708, 537579.49724243, 1649566.09829076, 10.77, 8.92, 2.88
01-1-000895, 102600.38255121, 553873.44924732, 1643549.85434553, 13.74, 10.77, 2.31
01-1-000897, 96428.55554431, 773371.32559825, 1552790.09734672, 11.70, 10.51, 2.68
01-1-000900, 134951.00080139, 821865.86995499, 1524756.85903879, 12.34, 11.13, 2.30
01-1-000902, 147408.86106110, 608669.07216373, 1620602.15607410, 12.20, 10.55, 2.02
01-1-000903, 137164.57249055, 606263.75316104, 1622402.20095283, 9.04, 8.60, 2.72
01-1-000904, 133833.44653943, 581344.07624024, 1631774.01425803, 11.72, 10.51, 2.66
01-1-000905, 131913.01040149, 520223.06256251, 1652430.23540024, 8.22, 7.25, 0.48
01-1-000907, 108010.32337669, 436220.91814835, 1678274.06600170, 9.35, 9.15, 2.93
01-1-000914, 137342.12712398, 385912.49513002, 1688421.58426726, 12.45, 12.13, 1.65
01-1-000915, 131374.80613878, 327085.49043808, 1701268.49799110, 11.60, 11.03, 0.21
01-1-000916, 116361.42766644, 323935.19717098, 1702963.52461972, 22.22, 20.78, 0.13
01-1-000921, 144024.01006977, 254512.86022996, 1712611.76233873, 13.73, 13.34, 1.75
01-1-000922, 140832.87793083, 215470.36830533, 1718225.06700260, 9.79, 9.38, 2.90
01-1-000923, 145290.68993064, 198562.54161585, 1719890.19779942, 13.27, 13.05, 1.74
01-1-000924, 153404.45392046, 237455.10170837, 1714246.45491540, 21.59, 19.07, 2.89
01-1-000925, 126679.22782763, 90844.32854832, 1730392.56852530, 9.79, 9.46, 1.07
01-1-000927, 117945.64805386, -57159.43935236, 1732449.24387356, 8.17, 7.98, 1.70
01-1-000928, 127885.39194866, -101313.47687241, 1729722.42453238, 30.21, 26.91, 0.12
01-1-000932, 132425.73104643, -247959.27379099, 1714508.20479164, 16.53, 15.30, 0.71
01-1-000933, 120577.40212084, -271433.03208966, 1711824.74546561, 8.91, 8.52, 2.49
01-1-000940, 146783.25068029, -420723.69249495, 1679287.05464347, 7.78, 6.95, 0.76
01-1-000942, 131850.64101398, -493554.62803265, 1660595.67553687, 29.72, 27.11, 2.31
01-1-000943, 137974.61925006, -538233.55521218, 1646155.03658874, 15.32, 14.63, 0.39
01-1-000944, 139342.77250199, -655725.02629625, 1602862.14055989, 11.06, 10.58, 0.94
01-1-000948, 110130.48594162, -659386.32535520, 1603633.28413975, 9.23, 9.04, 1.74
01-1-000949, 136855.36697378, -676654.38569391, 1594355.10813986, 12.90, 12.35, 0.10
01-1-000951, 135342.44221900, -714365.90858460, 1577948.83693556, 7.84, 7.39, 2.73
01-1-000955, 102087.69287495, -766744.90006285, 1555711.77317364, 10.06, 9.61, 1.41
01-1-000956, 126769.57541526, -805577.67621303, 1534122.82504897, 18.31, 16.79, 2.89
01-1-000957, 116704.57022040, -826731.45942856, 1523631.81158730, 13.44, 12.78, 1.65
01-1-000959, 150991.01018465, -830849.86215903, 1518370.50201647, 22.21, 19.08, 0.61
01-1-000961, 149898.14767689, -794149.21048861, 1537991.00673683, 10.51, 10.03, 0.78
01-1-000962, 168717.25276751, -737012.86251731, 1564258.70274153, 13.83, 12.00, 2.92
01-1-000965, 161788.93649586, -636440.16161512, 1608517.02530961, 15.57, 14.03, 0.74
01-1-000966, 163737.41830409, -648654.72902120, 1603432.52441927, 12.53, 12.02, 1.54
01-1-000967, 189080.16819019, -648409.78322127, 1600741.14179030, 18.43, 17.06, 2.85
01-1-000976, 185546.66527698, -284758.35764009, 1703832.11401790, 10.66, 9.76, 1.74
01-1-000984, 191251.68084567, -164409.49941956, 1718997.11200290, 20.93, 20.26, 0.54
01-1-000989, 181955.69905485, 274810.23169550, 1705851.75796050, 19.88, 18.43, 0.99
01-1-000990, 194333.34094918, 229876.17637753, 1711125.43553346, 23.67, 22.01, 1.44
01-1-001002, 162849.46013127, 554093.27311762, 1638602.89820956, 12.49, 11.69, 2.82
01-1-001005, 162034.27811552, 692233.17803981, 1585281.32517118, 9.76, 9.14, 1.13
01-1-001006, 148548.31657890, 801705.83341912, 1534196.83036543, 9.13, 8.20, 0.94
01-1-001007, 185166.92961702, 819802.25312401, 1520590.75163208, 9.15, 8.87, 2.47
01-1-001010, 219556.31036850, 707780.36002263, 1571432.70570000, 13.21, 12.32, 1.42
01-1-001012, 226442.52468418, 462661.97250816, 1659284.91893632, 10.79, 10.10, 2.18
01-1-001013, 210822.75516293, 436360.45541541, 1668443.01037080, 7.91, 7.22, 3.14
01-1-001014, 206856.12488983, 390006.46939180, 1680376.22496514, 9.31, 8.68, 0.09
01-1-001017, 202800.48536682, 319029.25724376, 1695774.47090038, 8.36, 7.98, 1.98
01-1-001020, 195850.78604290, 129905.77532859, 1721431.29957099, 8.69, 8.57, 2.65
01-1-001021, 214312.76447213, 87482.54603040, 1721910.45154048, 12.30, 11.05, 1.29
01-1-001022, 206883.53575302, 57247.13706467, 1724088.37590543, 27.17, 23.94, 0.11
01-1-001033, 229835.01208123, -70504.54482073, 1720686.99547048, 17.96, 16.20, 2.45
01-1-001038, 204636.85910347, -464368.92538680, 1661638.95507760, 14.12, 13.56, 0.75
01-1-001041, 208606.39144246, -575421.41717705, 1626017.32035772, 10.86, 10.76, 0.97
01-1-001042, 214455.56176954, -619765.45709315, 1608868.65536632, 10.89, 10.76, 2.70
01-1-001043, 202466.83961790, -676529.86121858, 1587410.87489494, 17.36, 16.06, 2.51
01-1-001044, 188172.03430934, -689637.82932541, 1583524.45824724, 9.80, 9.44, 0.90
01-1-001045, 180310.35744790, -702313.36386334, 1578861.25860886, 9.65, 9.25, 0.63
01-1-001046, 226594.93677883, -712763.59427801, 1568177.78115177, 28.13, 27.23, 1.66
01-1-001048, 267453.60541700, -750931.08587194, 1543738.91355392, 27.90, 25.36, 0.02
01-1-001051, 261423.72578040, -456841.25767041, 1655751.32821605, 9.97, 9.25, 0.09
01-1-001053, 257883.41010704, -222018.40746217, 1703749.60998954, 19.65, 18.72, 3.14
01-1-001055, 247385.68876709, -196864.07116316, 1708392.11496609, 17.21, 16.57, 0.29
01-1-001058, 238910.46004954, 100298.71059379, 1717969.94174291, 14.32, 14.22, 2.64
01-1-001064, 255559.57603529, 130144.44815796, 1713566.59797929, 10.16, 9.54, 2.34
01-1-001068, 251708.67053238, 317384.94705166, 1689517.17971847, 20.37, 19.66, 2.58
01-1-001069, 243236.30692029, 328479.93899706, 1688637.25787165, 6.36, 5.94, 2.82
01-1-001070, 259815.86717291, 344600.81202267, 1682945.26218725, 20.16, 18.38, 2.57
01-1-001074, 262550.40795829, 594379.35267574, 1611315.99271952, 11.18, 10.72, 2.84
01-1-001078, 248706.73147102, 713923.64425746, 1564294.33032635, 9.17, 8.37, 1.83
01-1-001079, 259351.32561923, 823248.65874521, 1507831.98526022, 7.32, 7.02, 0.54
01-1-001080, 273465.20540481, 755492.84798985, 1540456.45769983, 9.59, 9.35, 1.30
01-1-001081, 284909.22211085, 725247.14127724, 1552868.98327753, 12.84, 11.97, 3.09
01-1-001088, 278011.63163084, 508789.01613642, 1637804.02665792, 26.24, 23.28, 1.37
01-1-001089, 297292.24314034, 463995.33653893, 1647690.62928655, 13.69, 12.80, 2.31
01-1-001090, 312878.23631801, 419845.51862084, 1656621.77630639, 15.69, 13.70, 0.62
01-1-001106, 297150.93519124, 164642.27250668, 1703864.13889688, 8.56, 8.31, 1.90
01-1-001108, 282129.72322064, 19184.45311244, 1714232.63766451, 11.21, 10.63, 1.69
01-1-001111, 299394.69461812, -300273.85525975, 1684861.17786658, 19.53, 19.25, 0.64
01-1-001113, 273658.33616692, -369544.67111822, 1675442.21359451, 14.50, 13.27, 0.73
01-1-001114, 312582.47487534, -486206.31490004, 1638430.46106697, 26.72, 24.06, 0.60
01-1-001120, 278472.89350669, -772684.16137189, 1531003.19867303, 27.57, 26.46, 1.15
01-1-001126, 310750.24969788, -330533.69849828, 1677122.68974865, 7.92, 7.33, 0.15
01-1-001127, 320218.77266080, -323126.97436179, 1676784.91646228, 9.04, 8.14, 2.38
01-1-001129, 364077.86581625, -259828.46446978, 1678837.46582984, 19.62, 18.13, 0.31
01-1-001131, 339947.94126647, -166531.42089614, 1695659.58938786, 12.75, 12.24, 1.87
01-1-001135, 335597.15111554, 176441.32891141, 1695524.03982224, 13.17, 12.61, 1.93
01-1-001145, 343931.16264697, 582474.26534307, 1600310.54660443, 17.13, 16.96, 1.34
01-1-001146, 321403.43416050, 655263.99868721, 1576669.80834108, 25.24, 24.53, 0.76
01-1-001149, 319090.29864013, 726356.80725822, 1545686.23266929, 9.24, 9.18, 2.89
01-1-001155, 375709.37258315, 580080.94829812, 1594022.37147875, 17.23, 16.31, 0.76
01-1-001163, 380087.92298947, 275533.26317473, 1672774.14843781, 14.80, 14.07, 1.96
01-1-001174, 398873.71418835, -572410.53944600, 1591164.57177149, 8.11, 7.55, 2.91
01-1-001175, 414569.30010440, -500380.92031158, 1611306.91986321, 14.91, 14.33, 3.03
01-1-001176, 401715.98595855, -302593.80742701, 1663015.33797262, 18.38, 17.41, 0.68
01-1-001180, 434229.43972241, -59165.50654742, 1681220.68643987, 15.00, 14.18, 1.55
01-1-001198, 397596.83168650, 625551.45385841, 1571356.38796821, 24.68, 24.62, 0.33
01-1-001199, 423278.60937396, 615285.07608833, 1568699.54229273, 24.87, 22.73, 0.39
01-1-001200, 411480.63628430, 669569.48708159, 1549489.96380498, 12.67, 10.94, 2.88
01-1-001202, 402760.14676844, 721769.20333468, 1528199.01887571, 10.87, 9.65, 1.13
01-1-001203, 376246.87417831, 756617.65325768, 1518066.78919272, 9.68, 8.77, 0.99
01-1-001204, 408158.56195069, 754369.88219522, 1510924.03155920, 9.37, 8.90, 2.31
01-1-001206, 411856.29763690, 737274.49781427, 1518341.02393683, 20.01, 18.60, 0.15
01-1-001207, 395616.72251234, 711180.15941605, 1535014.31580346, 9.67, 9.18, 2.71
01-1-001208, 444528.74135573, 689488.12648702, 1531521.81882666, 8.56, 8.48, 1.96
01-1-001211, 449914.59070043, 608424.33166047, 1563955.06767886, 26.10, 24.89, 2.53
01-1-001212, 445102.53205471, 533181.39998670, 1592532.60270134, 20.48, 19.14, 3.13
01-1-001222, 463270.90031544, 355496.96507733, 1636325.37740564, 7.17, 7.11, 0.86
01-1-001223, 436183.33226806, 227299.78160280, 1666324.59921075, 18.10, 16.13, 0.07
01-1-001225, 433934.05177827, 90964.22288255, 1679876.63501302, 10.00, 9.53, 3.02
01-1-001227, 458704.02574143, 90434.87687323, 1673311.36068979, 10.95, 9.66, 2.33
01-1-001232, 442868.52932845, -119420.47298892, 1675758.03037359, 7.29, 6.68, 1.82
01-1-001235, 491879.43903682, -384782.44916488, 1621282.16059620, 8.21, 8.14, 1.55
01-1-001236, 484195.02725011, -162498.17711736, 1660634.90208408, 8.74, 8.26, 0.79
01-1-001237, 502252.90294382, -175581.45210133, 1653926.21817374, 9.59, 8.04, 2.72
01-1-001245, 507414.65814439, 79493.85653875, 1659749.93642802, 10.90, 10.10, 0.12
01-1-001251, 465597.85893060, 443367.35370823, 1614064.05803023, 6.95, 6.52, 1.90
01-1-001254, 458208.74681229, 683599.09582024, 1530129.33457877, 12.40, 8.93, 0.40
01-1-001256, 458291.56379798, 670899.23890745, 1535715.40780999, 6.41, 6.20, 2.15
01-1-001257, 458959.09939918, 726138.98831713, 1510177.96127625, 7.86, 7.73, 2.91
01-1-001261, 505822.90610847, 637585.95556632, 1534987.32793485, 5.73, 5.16, 3.06
01-1-001262, 525874.66875527, 633252.66776719, 1530034.52625334, 31.16, 28.44, 2.01
01-1-001265, 535690.29381086, 482554.44828839, 1580739.02765571, 14.93, 14.35, 0.40
01-1-001269, 542426.40983058, 382517.82108611, 1605619.02905697, 10.07, 10.02, 2.62
01-1-001270, 532496.55898471, 346239.54398604, 1617134.61185202, 17.58, 16.54, 3.00
01-1-001279, 576726.14608178, 39043.50625924, 1638420.37250659, 28.39, 26.67, 2.16
01-1-001280, 511404.71961215, 23737.06186582, 1660259.17394014, 8.42, 8.24, 2.86
01-1-001282, 522225.71001855, -22143.40346369, 1656909.39326164, 6.50, 6.19, 1.61
01-1-001283, 525360.93311366, -64562.05729331, 1654807.05543456, 19.30, 16.72, 2.22
01-1-001285, 521310.33700314, -125973.78618579, 1652551.02726896, 6.50, 6.07, 2.44
01-1-001286, 524798.91240520, -141965.25080417, 1650148.69908819, 6.25, 5.97, 0.08
01-1-001288, 548434.15373026, -249496.69776420, 1629579.74239585, 10.61, 10.22, 1.53
01-1-001291, 502336.00306658, -567827.50264147, 1563262.36674048, 7.59, 7.23, 1.46
01-1-001295, 557635.58120695, -59436.55700312, 1644405.24636222, 8.35, 6.84, 0.40
01-1-001296, 572959.75804862, -67915.65954536, 1638799.35893488, 10.43, 9.56, 1.11
01-1-001297, 544976.94238268, -64444.40315351, 1648455.58362166, 10.98, 9.02, 0.86
01-1-001304, 566059.37415052, 318562.48577531, 1611413.50608494, 14.57, 14.05, 2.30
01-1-001305, 570142.34366029, 348811.78908542, 1603691.61741296, 10.37, 10.18, 2.42
01-1-001306, 550738.48442463, 521983.16323795, 1562939.36512897, 20.52, 15.35, 1.44
01-1-001310, 578169.12915524, 462417.67932017, 1571766.23832681, 21.60, 20.00, 0.66
01-1-001314, 573094.11990814, 639269.06438114, 1510449.25537139, 10.38, 10.02, 0.56
01-1-001315, 576262.45739327, 587250.97771376, 1530234.17468481, 11.22, 9.90, 1.77
01-1-001319, 594125.09688387, 513280.33971854, 1549876.58286431, 6.64, 6.36, 1.74
01-1-001320, 618465.41293319, 344005.84228421, 1586732.26269579, 9.28, 8.86, 1.58
01-1-001322, 597635.02944531, 300826.15477083, 1603400.99668976, 9.18, 8.66, 1.37
01-1-001326, 589525.94562234, -360399.19324832, 1594092.32510041, 10.14, 9.60, 2.76
01-1-001328, 615728.17937316, -518785.20904906, 1539577.69404397, 12.28, 11.86, 2.80
01-1-001329, 635808.31874350, -184021.64872701, 1606375.60197370, 21.39, 20.97, 1.96
01-1-001331, 640832.02428900, 1605.34431095, 1614896.43615784, 10.72, 9.58, 1.33
01-1-001334, 678061.31309435, -4248.60607674, 1599616.69315845, 17.70, 16.31, 0.43
01-1-001338, 635562.55756498, 200375.03120426, 1604515.14243131, 7.74, 7.67, 2.48
01-1-001341, 621009.61930535, 279027.65254396, 1598452.18315908, 8.00, 7.76, 3.09
01-1-001344, 642420.23833944, 366892.33077501, 1572019.40668376, 16.29, 15.04, 3.06
01-1-001350, 644328.03201779, 540521.28276982, 1520275.26784755, 7.60, 7.21, 0.07
01-1-001353, 671983.24771045, 520637.14663900, 1515234.05331853, 14.29, 12.45, 0.71
01-1-001354, 675972.52624023, 409917.44342913, 1547122.35887822, 7.44, 7.12, 2.72
01-1-001358, 693568.44664859, 380684.23172261, 1546803.50579226, 20.88, 17.85, 3.05
01-1-001360, 697197.67980298, 443760.28740975, 1528250.94882855, 9.74, 9.54, 2.90
01-1-001361, 667535.45824919, 271444.91272304, 1580908.86243857, 14.67, 11.87, 1.26
01-1-001367, 660143.93336506, -377211.63527221, 1562203.61331568, 8.41, 8.23, 0.87
01-1-001368, 666090.98773482, -487951.37056696, 1528654.64249459, 7.18, 6.73, 1.51
01-1-001369, 673609.96314880, -529222.63448800, 1511532.92411785, 9.55, 8.98, 2.24
01-1-001376, 743038.48018624, 179269.92939765, 1560229.10797622, 8.96, 8.52, 2.05
01-1-001379, 732897.22715443, -317654.24154616, 1542892.15347577, 16.26, 15.56, 2.83
01-1-001380, 753407.22687961, -319290.40259285, 1532641.49405452, 13.81, 12.76, 2.83
01-1-001382, 738237.65863605, -397433.54587628, 1521713.01367366, 8.60, 7.83, 0.69
01-1-001383, 725264.29517620, -471514.21388659, 1506726.52072149, 7.10, 6.74, 2.87
01-1-001385, 755374.07208226, -398297.26619764, 1513052.56318654, 7.93, 7.52, 1.82
01-1-001386, 759990.05243724, -151019.74569029, 1555045.63168033, 7.65, 7.32, 1.80
01-1-001388, 771467.28361331, 43423.73905657, 1556120.61524827, 6.51, 6.27, 1.15
01-1-001389, 781640.19901102, 127015.60476602, 1546436.03017905, 7.73, 7.24, 0.10
01-1-001394, 805331.69738532, 231663.07991178, 1521950.01054314, 11.34, 10.88, 0.63
01-1-001403, 447641.48593382, -593242.85125047, 1570426.30502395, 6.26, 5.84, 0.85
01-1-001405, 454320.51108248, 242849.56739179, 1659269.63475722, 9.06, 8.80, 2.21
01-1-001406, 432843.07016753, 519048.17006189, 1600560.72479720, 12.51, 11.38, 2.31
01-1-001409, 356556.43525412, 526087.57259177, 1616990.45589124, 8.39, 7.87, 2.96
01-1-001411, 344515.11567194, 332792.00432676, 1670065.14152285, 7.59, 7.09, 0.47
01-1-001417, 156356.30322756, 168738.94415155, 1722102.96880519, 25.67, 23.97, 2.69
01-1-001418, 187848.83784694, 43817.83598240, 1726659.07792169, 17.08, 15.79, 0.02
01-1-001432, -163030.25178899, 434218.11920299, 1674345.99828035, 12.80, 12.34, 2.26
01-1-001435, -173950.27707368, 800088.78168214, 1532370.06057035, 30.47, 29.32, 1.27
01-1-001438, -337365.22113380, 593894.32255317, 1597508.37281326, 25.70, 21.44, 0.44
01-1-001439, -438534.37800011, 70893.54798219, 1679648.91098305, 15.43, 13.27, 0.43
01-1-001443, -401459.84711269, -410000.24054876, 1639905.04417366, 12.57, 11.80, 1.87
01-1-001444, -377418.17265964, -430575.13319417, 1640341.22597131, 10.84, 9.96, 0.50
01-1-001446, -507187.46198714, -301756.81672135, 1634093.77392035, 8.95, 8.07, 1.11
01-1-001455, -636910.64747874, 266935.03202446, 1594255.08492409, 14.55, 13.76, 0.01
01-1-001456, -615530.86410478, -530038.47005616, 1535818.91367275, 27.11, 25.35, 1.82
01-1-001459, -702593.45465082, 321776.23503140, 1556078.80650398, 20.56, 19.13, 1.28
01-1-001477, -701679.51659594, 505062.60090047, 1507022.35722014, 25.69, 23.27, 1.72
01-1-001482, -838268.27856670, -222356.76389412, 1505464.22166034, 7.89, 5.24, 0.68
01-1-001520, -834934.11167056, -188788.43969100, 1511887.13672943, 4.29, 4.05, 3.07
01-1-001542, -829139.07915177, -186854.56149489, 1515312.68069396, 6.80, 6.24, 1.83
01-1-001617, -848686.78399251, -136940.48229396, 1509813.50072966, 7.85, 7.81, 1.39
01-1-001648, -853598.47447629, -123248.74854251, 1508223.50808972, 8.20, 7.33, 0.50
01-1-001735, -852580.18144141, -59289.25479497, 1512663.40554638, 6.13, 5.94, 2.81
01-1-001736, -850516.94902363, -64085.04642876, 1513629.01209238, 4.72, 4.67, 3.09
